Past_PatTrans_Meth_Yr_Round,SweepVac,Year,Past_PatTrans_Year,Pasture,Pasture_patch_year,Pasture_patch,Temperature,Winds,OrdinalSamplingDate,HerbYesNo_alltime,TSH,HerbTreat_14-18,GrazingYesNo,GrazingTreat,StartTime,Order,Biomass_mg,Length,Width
STE_N1_Vacuum_2017_2,Vacuum,2017,STE_N1_2017,STE,STE_N1_2017,STE_N,85,4,202,Yes,1.5,SnS,Yes,SLS,8.63,aran,2.231589866,4,
235_N1_Sweep_2015_1,Sweep,2015,235_N_2015,235,235_N_2015,235_N,75,1,180,Yes,0.5,SnS,Yes,SLS,11.93,aran,2.231589866,4,
235_N1_Vacuum_2015_2,Vacuum,2015,235_N_2015,235,235_N_2015,235_N,80,1,211,Yes,0.5,SnS,Yes,SLS,11.2,aran,2.231589866,4,
235_N2_Sweep_2015_1,Sweep,2015,235_N_2015,235,235_N_2015,235_N,75,1,180,Yes,0.5,SnS,Yes,SLS,11.58,aran,2.231589866,4,
235_N2_Sweep_2015_2,Sweep,2015,235_N_2015,235,235_N_2015,235_N,80,1,211,Yes,0.5,SnS,Yes,SLS,11.62,aran,2.231589866,4,
235_N2_Vacuum_2015_1,Vacuum,2015,235_N_2015,235,235_N_2015,235_N,75,1,180,Yes,0.5,SnS,Yes,SLS,11.58,aran,2.231589866,4,
235_N2_Vacuum_2015_2,Vacuum,2015,235_N_2015,235,235_N_2015,235_N,80,1,211,Yes,0.5,SnS,Yes,SLS,11.62,aran,2.231589866,4,
235_S1_Sweep_2016_1,Sweep,2016,235_S2_2016,235,235_S2_2016,235_S2,85,0,179,Yes,0.5,SnS,Yes,SLS,12.53,aran,2.231589866,4,
235_S1_Sweep_2016_2,Sweep,2016,235_S2_2016,235,235_S2_2016,235_S2,85,4,208,Yes,0.5,SnS,Yes,SLS,9.82,aran,2.231589866,4,
235_S1_Vacuum_2016_2,Vacuum,2016,235_S2_2016,235,235_S2_2016,235_S2,85,4,208,Yes,0.5,SnS,Yes,SLS,9.82,aran,2.231589866,4,
BSH_S1_Sweep_2015_1,Sweep,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,80,8,179,Yes,0.5,SnS,No,None,11.58,aran,2.231589866,4,1
BSH_S1_Vacuum_2015_2,Vacuum,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,90,4,193,Yes,0.5,SnS,No,None,13.58,aran,2.231589866,4,1
BSH_S2_Sweep_2015_1,Sweep,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,80,8,179,Yes,0.5,SnS,No,None,11.88,aran,2.231589866,4,2.5
BSH_S2_Sweep_2015_2,Sweep,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,90,4,193,Yes,0.5,SnS,No,None,13.88,aran,2.231589866,4,1.5
BSH_S2_Vacuum_2015_1,Vacuum,2015,BSH_S_2015,BSH,BSH_S_2015,BSH_S,80,8,179,Yes,0.5,SnS,No,None,11.88,aran,2.231589866,4,1
DUN_W1_Sweep_2015_1,Sweep,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,181,Yes,0.5,SnS,No,Hay,13.83,aran,2.231589866,4,1
DUN_W1_Sweep_2015_2,Sweep,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,191,Yes,0.5,SnS,No,Hay,12.78,aran,2.231589866,4,1
DUN_W1_Vacuum_2015_1,Vacuum,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,181,Yes,0.5,SnS,No,Hay,13.83,aran,2.231589866,4,1
DUN_W1_Vacuum_2015_2,Vacuum,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,191,Yes,0.5,SnS,No,Hay,12.78,aran,2.231589866,4,1
DUN_W1_Vacuum_2015_2,Vacuum,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,191,Yes,0.5,SnS,No,Hay,12.78,aran,2.231589866,4,1.5
DUN_W2_Sweep_2015_1,Sweep,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,181,Yes,0.5,SnS,No,Hay,13.45,aran,2.231589866,4,1.5
DUN_W2_Vacuum_2015_2,Vacuum,2015,DUN_W_2015,DUN,DUN_W_2015,DUN_W,80,1,191,Yes,0.5,SnS,No,Hay,12.33,aran,2.231589866,4,2
GIL_C1_Sweep_2015_1,Sweep,2015,GIL_C_2015,GIL,GIL_C_2015,GIL_C,73,4,183,Yes,0.5,SnS,Yes,IES,13.43,aran,2.231589866,4,1
GIL_C1_Sweep_2015_1,Sweep,2015,GIL_C_2015,GIL,GIL_C_2015,GIL_C,73,4,183,Yes,0.5,SnS,Yes,IES,13.43,aran,2.231589866,4,2
GIL_C1_Sweep_2015_2,Sweep,2015,GIL_C_2015,GIL,GIL_C_2015,GIL_C,95,1,208,Yes,0.5,SnS,Yes,IES,13.23,aran,2.231589866,4,1
GIL_C1_Vacuum_2015_2,Vacuum,2015,GIL_C_2015,GIL,GIL_C_2015,GIL_C,95,1,208,Yes,0.5,SnS,Yes,IES,13.23,aran,2.231589866,4,1
GIL_C2_Vacuum_2015_1,Vacuum,2015,GIL_C_2015,GIL,GIL_C_2015,GIL_C,73,4,183,Yes,0.5,SnS,Yes,IES,14.72,aran,2.231589866,4,1
LTR_E1_Sweep_2015_1,Sweep,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,75,4,167,No,0.5,SnS,Yes,IES,10.28,aran,2.231589866,4,2.5
LTR_E1_Sweep_2015_2,Sweep,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,85,1,197,No,0.5,SnS,Yes,IES,13.92,aran,2.231589866,4,1
LTR_E2_Sweep_2015_1,Sweep,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,75,4,167,No,0.5,SnS,Yes,IES,10.73,aran,2.231589866,4,2.5
LTR_E2_Sweep_2015_1,Sweep,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,75,4,167,No,0.5,SnS,Yes,IES,10.73,aran,2.231589866,4,2
LTR_E2_Vacuum_2015_2,Vacuum,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,85,1,197,No,0.5,SnS,Yes,IES,14.33,aran,2.231589866,4,1
LTR_E2_Vacuum_2015_2,Vacuum,2015,LTR_E_2015,LTR,LTR_E_2015,LTR_E,85,1,197,No,0.5,SnS,Yes,IES,14.33,aran,2.231589866,4,1.5
PYW_N1_Sweep_2015_2,Sweep,2015,PYW_N_2015,PYW,PYW_N_2015,PYW_N,80,4,210,Yes,0.5,SnS,Yes,SLS,15.38,aran,2.231589866,4,1.5
PYW_N2_Sweep_2015_2,Sweep,2015,PYW_N_2015,PYW,PYW_N_2015,PYW_N,80,4,210,Yes,0.5,SnS,Yes,SLS,15.05,aran,2.231589866,4,1.5
PYW_N2_Vacuum_2015_2,Vacuum,2015,PYW_N_2015,PYW,PYW_N_2015,PYW_N,80,4,210,Yes,0.5,SnS,Yes,SLS,15.05,aran,2.231589866,4,2
RC2_N1_Sweep_2015_2,Sweep,2015,RC2_N_2015,RC2,RC2_N_2015,RC2_N,100,0,210,Yes,0.5,SnS,No,None,14.37,aran,2.231589866,4,3
RC2_N1_Vacuum_2015_2,Vacuum,2015,RC2_N_2015,RC2,RC2_N_2015,RC2_N,100,0,210,Yes,0.5,SnS,No,None,14.37,aran,2.231589866,4,1
RCH2014_C1_Sweep_2016_1,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,75,1,180,Yes,0.5,SnS,Yes,SLS,11.35,aran,2.231589866,4,
RCH2014_C1_Vacuum_2016_1,Vacuum,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,75,1,180,Yes,0.5,SnS,Yes,SLS,11.35,aran,2.231589866,4,
RCH2014_C1_Vacuum_2016_2,Vacuum,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,105,4,203,Yes,0.5,SnS,Yes,SLS,10.57,aran,2.231589866,4,
RCH2014_C2_Sweep_2016_2,Sweep,2016,RCH2014_C_2016,RCH2014,RCH2014_C_2016,RCH2014_C,105,4,203,Yes,0.5,SnS,Yes,SLS,10.27,aran,2.231589866,4,
RCH2014_E2_Vacuum_2017_1,Vacuum,2017,RCH2014_E_2017,RCH2014,RCH2014_E_2017,RCH2014_E,80,1,174,Yes,0.5,SnS,Yes,SLS,11.62,aran,2.231589866,4,
RCH2014_W1_Sweep_2015_1,Sweep,2015,RCH2014_W_2015,RCH2014,RCH2014_W_2015,RCH2014_W,89,1,161,Yes,0.5,SnS,Yes,SLS,9.9,aran,2.231589866,4,2
RCH2014_W2_Sweep_2015_2,Sweep,2015,RCH2014_W_2015,RCH2014,RCH2014_W_2015,RCH2014_W,90,0,205,Yes,0.5,SnS,Yes,SLS,12,aran,2.231589866,4,1
STE_N1_Sweep_2016_1,Sweep,2016,STE_N1_2016,STE,STE_N1_2016,STE_N,85,1,187,Yes,0.5,SnS,Yes,SLS,10.67,aran,2.231589866,4,
STE_N1_Sweep_2016_2,Sweep,2016,STE_N1_2016,STE,STE_N1_2016,STE_N,85,1,218,Yes,0.5,SnS,Yes,SLS,13.27,aran,2.231589866,4,
STE_N1_Vacuum_2016_2,Vacuum,2016,STE_N1_2016,STE,STE_N1_2016,STE_N,85,1,218,Yes,0.5,SnS,Yes,SLS,13.27,aran,2.231589866,4,
STE_N2_Sweep_2015_1,Sweep,2015,STE_N_2015,STE,STE_N_2015,STE_N,80,1,174,No,,,Yes,SLS,11.4,aran,2.231589866,4,
STE_S1_Sweep_2015_1,Sweep,2015,STE_S_2015,STE,STE_S_2015,STE_S,80,1,174,No,,,Yes,SLS,10.45,aran,2.231589866,4,
STE_S1_Vacuum_2015_2,Vacuum,2015,STE_S_2015,STE,STE_S_2015,STE_S,95,1,208,No,,,Yes,SLS,12.22,aran,2.231589866,4,
RNR_W1_Sweep_2015_1,Sweep,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,4,184,Yes,1.5,,No,None,13.33,aran,2.231589866,4,
RNR_W1_Sweep_2017_2,Sweep,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,204,Yes,1.5,,No,None,12.08,aran,2.231589866,4,
RNR_W2_Sweep_2015_1,Sweep,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,4,184,Yes,1.5,,No,None,14.27,aran,2.231589866,4,
RNR_W2_Sweep_2015_2,Sweep,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,0,214,Yes,1.5,,No,None,12.07,aran,2.231589866,4,
RNR_W2_Sweep_2017_2,Sweep,2017,RNR_W_2017,RNR,RNR_W_2017,RNR_W,85,0,204,Yes,1.5,,No,None,12.23,aran,2.231589866,4,
RNR_W2_Vacuum_2015_1,Vacuum,2015,RNR_W_2015,RNR,RNR_W_2015,RNR_W,80,4,184,Yes,1.5,,No,None,14.27,aran,2.231589866,4,
RIE_E1_Sweep_2015_1,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,79,8,171,Yes,0.5,,No,None,12.48,aran,2.231589866,4,
RIE_E1_Sweep_2015_2,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,85,1,212,Yes,0.5,,No,None,13.65,aran,2.231589866,4,
RIE_E1_Sweep_2016_1,Sweep,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,82,1,175,Yes,0.5,,No,None,13.87,aran,2.231589866,4,
RIE_E1_Sweep_2016_2,Sweep,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,95,1,206,Yes,0.5,,No,None,14.6,aran,2.231589866,4,
RIE_E1_Vacuum_2016_1,Vacuum,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,82,1,175,Yes,0.5,,No,None,13.87,aran,2.231589866,4,
RIE_E1_Vacuum_2016_2,Vacuum,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,95,1,206,Yes,0.5,,No,None,14.6,aran,2.231589866,4,
RIE_E2_Sweep_2015_1,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,79,8,171,Yes,0.5,,No,None,12.22,aran,2.231589866,4,2
RIE_E2_Sweep_2015_1,Sweep,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,79,8,171,Yes,0.5,,No,None,12.22,aran,2.231589866,4,3
RIE_E2_Sweep_2016_1,Sweep,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,80,4,176,Yes,0.5,,No,None,13.9,aran,2.231589866,4,
RIE_E2_Sweep_2016_2,Sweep,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,95,1,206,Yes,0.5,,No,None,15.2,aran,2.231589866,4,
RIE_E2_Vacuum_2015_1,Vacuum,2015,RIE_E_2015,RIE,RIE_E_2015,RIE_E,85,0,160,Yes,0.5,,No,None,11.62,aran,2.231589866,4,2
RIE_E2_Vacuum_2016_1,Vacuum,2016,RIE_E_2016,RIE,RIE_E_2016,RIE_E,80,4,176,Yes,0.5,,No,None,13.9,aran,2.231589866,4,
RIE_N1_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,12.6,aran,2.231589866,4,
RIE_N2_Sweep_2016_2,Sweep,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,10.22,aran,2.231589866,4,
RIE_N2_Vacuum_2016_1,Vacuum,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,82,0,175,Yes,0.5,,No,None,13.1,aran,2.231589866,4,
RIE_N2_Vacuum_2016_2,Vacuum,2016,RIE_N_2016,RIE,RIE_N_2016,RIE_N,80,1,210,Yes,0.5,,No,None,10.22,aran,2.231589866,4,
RIE_W1_Sweep_2015_1,Sweep,2015,RIE_W_2015,RIE,RIE_W_2015,RIE_W,79,8,171,Yes,0.5,,No,None,11.7,aran,2.231589866,4,
RIE_W1_Sweep_2015_1,Sweep,2015,RIE_W_2015,RIE,RIE_W_2015,RIE_W,79,8,171,Yes,0.5,,No,None,11.7,aran,2.231589866,4,2
RIE_W1_Sweep_2015_2,Sweep,2015,RIE_W_2015,RIE,RIE_W_2015,RIE_W,85,1,212,Yes,0.5,,No,None,13.03,aran,2.231589866,4,
RIE_W1_Sweep_2016_2,Sweep,2016,RIE_W_2016,RIE,RIE_W_2016,RIE_W,95,1,206,Yes,0.5,,No,None,14.6,aran,2.231589866,4,
RIE_W1_Vacuum_2015_2,Vacuum,2015,RIE_W_2015,RIE,RIE_W_2015,RIE_W,85,1,212,Yes,0.5,,No,None,13.03,aran,2.231589866,4,
RIE_W2_Sweep_2016_2,Sweep,2016,RIE_W_2016,RIE,RIE_W_2016,RIE_W,95,1,206,Yes,0.5,,No,None,15.2,aran,2.231589866,4,
RIE_W2_Vacuum_2015_2,Vacuum,2015,RIE_W_2015,RIE,RIE_W_2015,RIE_W,85,1,212,Yes,0.5,,No,None,13.3,aran,2.231589866,4,
RIE_W2_Vacuum_2016_2,Vacuum,2016,RIE_W_2016,RIE,RIE_W_2016,RIE_W,95,1,206,Yes,0.5,,No,None,15.2,aran,2.231589866,4,
RNR_W1_Sweep_2016_1,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,98,4,187,Yes,0.5,,No,None,12.77,aran,2.231589866,4,
RNR_W1_Sweep_2016_2,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,85,4,213,Yes,0.5,,No,None,12.15,aran,2.231589866,4,
RNR_W1_Vacuum_2016_2,Vacuum,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,85,4,213,Yes,0.5,,No,None,12.15,aran,2.231589866,4,
RNR_W2_Sweep_2016_1,Sweep,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,98,4,187,Yes,0.5,,No,None,13.07,aran,2.231589866,4,
RNR_W2_Vacuum_2016_1,Vacuum,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,98,4,187,Yes,0.5,,No,None,13.07,aran,2.231589866,4,
RNR_W2_Vacuum_2016_2,Vacuum,2016,RNR_W_2016,RNR,RNR_W_2016,RNR_W,85,4,213,Yes,0.5,,No,None,12.52,aran,2.231589866,4,
KLN_C1_Sweep_2015_2,Sweep,2015,KLN_C_2015,KLN,KLN_C_2015,KLN_C,75,1,190,No,,,Yes,IES,11,aran,2.231589866,4,
KLN_C1_Sweep_2016_1,Sweep,2016,KLN_C_2016,KLN,KLN_C_2016,KLN_C,80,4,169,No,,,Yes,IES,13.52,aran,2.231589866,4,
KLN_C1_Sweep_2016_2,Sweep,2016,KLN_C_2016,KLN,KLN_C_2016,KLN_C,75,8,204,No,,,Yes,IES,10.9,aran,2.231589866,4,
KLN_C1_Vacuum_2016_2,Vacuum,2016,KLN_C_2016,KLN,KLN_C_2016,KLN_C,75,8,204,No,,,Yes,IES,10.9,aran,2.231589866,4,
KLN_C2_Sweep_2015_1,Sweep,2015,KLN_C_2015,KLN,KLN_C_2015,KLN_C,75,1,178,No,,,Yes,IES,10,aran,2.231589866,4,
KLN_C2_Sweep_2016_1,Sweep,2016,KLN_C_2016,KLN,KLN_C_2016,KLN_C,80,4,169,No,,,Yes,IES,12.25,aran,2.231589866,4,
KLN_C2_Vacuum_2016_2,Vacuum,2016,KLN_C_2016,KLN,KLN_C_2016,KLN_C,75,8,204,No,,,Yes,IES,11.92,aran,2.231589866,4,
KLN_E1_Sweep_2015_2,Sweep,2015,KLN_E_2015,KLN,KLN_E_2015,KLN_E,75,1,190,No,,,Yes,IES,10.75,aran,2.231589866,4,
KLN_E1_Vacuum_2017_1,Vacuum,2017,KLN_E_2017,KLN,KLN_E_2017,KLN_E,80,1,168,No,,,Yes,IES,10.6,aran,2.231589866,4,
KLN_E2_Sweep_2016_1,Sweep,2016,KLN_E_2016,KLN,KLN_E_2016,KLN_E,80,4,169,No,,,Yes,IES,11.82,aran,2.231589866,4,
KLN_E2_Sweep_2016_2,Sweep,2016,KLN_E_2016,KLN,KLN_E_2016,KLN_E,75,13,204,No,,,Yes,IES,12.32,aran,2.231589866,4,
KLN_E2_Sweep_2017_1,Sweep,2017,KLN_E_2017,KLN,KLN_E_2017,KLN_E,80,1,168,No,,,Yes,IES,11.77,aran,2.231589866,4,
KLN_E2_Sweep_2017_2,Sweep,2017,KLN_E_2017,KLN,KLN_E_2017,KLN_E,80,1,199,No,,,Yes,IES,10.52,aran,2.231589866,4,
KLN_E2_Vacuum_2015_1,Vacuum,2015,KLN_E_2015,KLN,KLN_E_2015,KLN_E,75,1,178,No,,,Yes,IES,10.42,aran,2.231589866,4,
KLN_E2_Vacuum_2016_1,Vacuum,2016,KLN_E_2016,KLN,KLN_E_2016,KLN_E,80,4,169,No,,,Yes,IES,11.82,aran,2.231589866,4,
KLN_E2_Vacuum_2016_2,Vacuum,2016,KLN_E_2016,KLN,KLN_E_2016,KLN_E,75,13,204,No,,,Yes,IES,12.32,aran,2.231589866,4,
KLN_W1_Sweep_2015_2,Sweep,2015,KLN_W_2015,KLN,KLN_W_2015,KLN_W,75,1,190,No,,,Yes,IES,11.4,aran,2.231589866,4,
KLN_W1_Sweep_2016_1,Sweep,2016,KLN_W_2016,KLN,KLN_W_2016,KLN_W,80,4,169,No,,,Yes,IES,13.07,aran,2.231589866,4,
KLN_W1_Vacuum_2016_2,Vacuum,2016,KLN_W_2016,KLN,KLN_W_2016,KLN_W,75,8,204,No,,,Yes,IES,11.23,aran,2.231589866,4,
KLN_W1_Vacuum_2017_1,Vacuum,2017,KLN_W_2017,KLN,KLN_W_2017,KLN_W,80,1,168,No,,,Yes,IES,11.03,aran,2.231589866,4,
KLN_W1_Vacuum_2017_2,Vacuum,2017,KLN_W_2017,KLN,KLN_W_2017,KLN_W,80,1,199,No,,,Yes,IES,9.78,aran,2.231589866,4,
KLN_W2_Sweep_2015_1,Sweep,2015,KLN_W_2015,KLN,KLN_W_2015,KLN_W,75,1,178,No,,,Yes,IES,9.67,aran,2.231589866,4,
KLN_W2_Sweep_2016_2,Sweep,2016,KLN_W_2016,KLN,KLN_W_2016,KLN_W,75,8,204,No,,,Yes,IES,11.6,aran,2.231589866,4,
KLN_W2_Sweep_2017_1,Sweep,2017,KLN_W_2017,KLN,KLN_W_2017,KLN_W,80,1,168,No,,,Yes,IES,11.23,aran,2.231589866,4,
KLN_W2_Sweep_2017_2,Sweep,2017,KLN_W_2017,KLN,KLN_W_2017,KLN_W,80,1,199,No,,,Yes,IES,10,aran,2.231589866,4,
KLN_W2_Vacuum_2016_2,Vacuum,2016,KLN_W_2016,KLN,KLN_W_2016,KLN_W,75,8,204,No,,,Yes,IES,11.6,aran,2.231589866,4,
KLN_W2_Vacuum_2017_2,Vacuum,2017,KLN_W_2017,KLN,KLN_W_2017,KLN_W,80,1,199,No,,,Yes,IES,10,aran,2.231589866,4,
KLT_E1_Vacuum_2016_1,Vacuum,2016,KLT_E_2016,KLT,KLT_E_2016,KLT_E,70,1,183,No,,,No,None,11.1,aran,2.231589866,4,
KLT_E2_Sweep_2015_2,Sweep,2015,KLT_E_2015,KLT,KLT_E_2015,KLT_E,80,1,193,No,,,No,None,11.48,aran,2.231589866,4,
KLT_E2_Sweep_2016_2,Sweep,2016,KLT_E_2016,KLT,KLT_E_2016,KLT_E,80,1,211,No,,,No,None,11.68,aran,2.231589866,4,
KLT_E2_Sweep_2017_1,Sweep,2017,KLT_E_2017,KLT,KLT_E_2017,KLT_E,80,4,163,No,,,No,None,9.67,aran,2.231589866,4,
KLT_E2_Sweep_2017_2,Sweep,2017,KLT_E_2017,KLT,KLT_E_2017,KLT_E,95,1,203,No,,,No,None,11.67,aran,2.231589866,4,
KLT_E2_Vacuum_2016_1,Vacuum,2016,KLT_E_2016,KLT,KLT_E_2016,KLT_E,70,1,183,No,,,No,None,10.73,aran,2.231589866,4,
KLT_E2_Vacuum_2016_2,Vacuum,2016,KLT_E_2016,KLT,KLT_E_2016,KLT_E,80,1,211,No,,,No,None,11.68,aran,2.231589866,4,
KLT_E2_Vacuum_2017_2,Vacuum,2017,KLT_E_2017,KLT,KLT_E_2017,KLT_E,95,1,203,No,,,No,None,11.67,aran,2.231589866,4,
KLT_S1_Sweep_2016_1,Sweep,2016,KLT_S_2016,KLT,KLT_S_2016,KLT_S,70,1,183,No,,,No,None,12.7,aran,2.231589866,4,1
KLT_S1_Vacuum_2016_1,Vacuum,2016,KLT_S_2016,KLT,KLT_S_2016,KLT_S,70,1,183,No,,,No,None,12.7,aran,2.231589866,4,
KLT_S1_Vacuum_2017_2,Vacuum,2017,KLT_S_2017,KLT,KLT_S_2017,KLT_S,95,1,203,No,,,No,None,12.25,aran,2.231589866,4,
KLT_S2_Sweep_2015_2,Sweep,2015,KLT_S_2015,KLT,KLT_S_2015,KLT_S,80,0,190,No,,,No,None,13.92,aran,2.231589866,4,
KLT_S2_Sweep_2016_2,Sweep,2016,KLT_S_2016,KLT,KLT_S_2016,KLT_S,80,1,211,No,,,No,None,12.97,aran,2.231589866,4,
KLT_S2_Sweep_2017_1,Sweep,2017,KLT_S_2017,KLT,KLT_S_2017,KLT_S,85,4,163,No,,,No,None,11,aran,2.231589866,4,
KLT_S2_Vacuum_2016_1,Vacuum,2016,KLT_S_2016,KLT,KLT_S_2016,KLT_S,70,1,183,No,,,No,None,12.33,aran,2.231589866,4,
KLT_W1_Vacuum_2015_2,Vacuum,2015,KLT_W_2015,KLT,KLT_W_2015,KLT_W,80,1,193,No,,,No,None,10.8,aran,2.231589866,4,
KLT_W1_Vacuum_2016_2,Vacuum,2016,KLT_W_2016,KLT,KLT_W_2016,KLT_W,80,1,211,No,,,No,None,10.87,aran,2.231589866,4,
KLT_W2_Vacuum_2016_2,Vacuum,2016,KLT_W_2016,KLT,KLT_W_2016,KLT_W,80,1,211,No,,,No,None,12.05,aran,2.231589866,4,
PAW_E1_Sweep_2015_1,Sweep,2015,PAW_E_2015,PAW,PAW_E_2015,PAW_E,80,1,181,No,,,No,None,16.18,aran,2.231589866,4,
PAW_E1_Sweep_2016_1,Sweep,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,0,179,No,,,No,None,12.52,aran,2.231589866,4,
PAW_E1_Sweep_2016_2,Sweep,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,1,217,No,,,No,None,11.37,aran,2.231589866,4,
PAW_E1_Vacuum_2016_1,Vacuum,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,0,179,No,,,No,None,12.52,aran,2.231589866,4,
PAW_E2_Sweep_2015_1,Sweep,2015,PAW_E_2015,PAW,PAW_E_2015,PAW_E,80,1,181,No,,,No,None,16.53,aran,2.231589866,4,
PAW_E2_Sweep_2016_1,Sweep,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,0,179,No,,,No,None,11.87,aran,2.231589866,4,
PAW_E2_Sweep_2016_2,Sweep,2016,PAW_E_2016,PAW,PAW_E_2016,PAW_E,90,1,217,No,,,No,None,11.78,aran,2.231589866,4,
PAW_S1_Sweep_2015_1,Sweep,2015,PAW_S_2015,PAW,PAW_S_2015,PAW_S,80,1,181,No,,,No,None,14.85,aran,2.231589866,4,
PAW_S1_Sweep_2015_2,Sweep,2015,PAW_S_2015,PAW,PAW_S_2015,PAW_S,75,1,215,No,,,No,None,10.65,aran,2.231589866,4,
PAW_S1_Sweep_2016_2,Sweep,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,90,1,217,No,,,No,None,12.25,aran,2.231589866,4,
PAW_S1_Vacuum_2015_1,Vacuum,2015,PAW_S_2015,PAW,PAW_S_2015,PAW_S,80,1,181,No,,,No,None,14.85,aran,2.231589866,4,
PAW_S1_Vacuum_2016_1,Vacuum,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,86,0,179,No,,,No,None,14.15,aran,2.231589866,4,
PAW_S1_Vacuum_2016_2,Vacuum,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,90,1,217,No,,,No,None,12.25,aran,2.231589866,4,
PAW_S2_Sweep_2016_1,Sweep,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,86,0,179,No,,,No,None,11.15,aran,2.231589866,4,
PAW_S2_Vacuum_2015_1,Vacuum,2015,PAW_S_2015,PAW,PAW_S_2015,PAW_S,80,1,181,No,,,No,None,17.13,aran,2.231589866,4,
PAW_S2_Vacuum_2016_1,Vacuum,2016,PAW_S_2016,PAW,PAW_S_2016,PAW_S,86,0,179,No,,,No,None,11.15,aran,2.231589866,4,
PAW_W1_Sweep_2016_1,Sweep,2016,PAW_W_2016,PAW,PAW_W_2016,PAW_W,95,0,179,No,,,No,None,13.73,aran,2.231589866,4,
PAW_W1_Vacuum_2015_2,Vacuum,2015,PAW_W_2015,PAW,PAW_W_2015,PAW_W,75,1,215,No,,,No,None,11.08,aran,2.231589866,4,
PAW_W1_Vacuum_2016_1,Vacuum,2016,PAW_W_2016,PAW,PAW_W_2016,PAW_W,95,0,179,No,,,No,None,13.73,aran,2.231589866,4,
PAW_W1_Vacuum_2016_2,Vacuum,2016,PAW_W_2016,PAW,PAW_W_2016,PAW_W,90,1,217,No,,,No,None,10.25,aran,2.231589866,4,
PAW_W2_Sweep_2015_1,Sweep,2015,PAW_W_2015,PAW,PAW_W_2015,PAW_W,80,1,181,No,,,No,None,15.68,aran,2.231589866,4,
PAW_W2_Sweep_2015_2,Sweep,2015,PAW_W_2015,PAW,PAW_W_2015,PAW_W,75,1,215,No,,,No,None,11.5,aran,2.231589866,4,
PAW_W2_Vacuum_2015_1,Vacuum,2015,PAW_W_2015,PAW,PAW_W_2015,PAW_W,80,1,181,No,,,No,None,15.68,aran,2.231589866,4,
